Issue Type,Summary,Priority
Bug,[JIRAALIGN-1210] Objectives: Information on Key Results not included in the exported file,Medium
Bug,Custom Kanban Boards: Applied Tag Filters are not removed when clicking the bold X,Low
Bug,[JIRAALIGN-1208] Cannot see objectives in Normal View on Program Board,Medium
Bug,[JIRAALIGN-1207] Parent Objective field is not included in the Objective List export,Low
Bug,[JIRAALIGN-1206] Creating a user with SSO enabled generates an empty audit log,Highest
Bug,[JIRAALIGN-1205] Jira Boards tab does not reflect updates made to Jira Align team's names,Highest
Bug,Promote: Capabilities object Missed as Convert from and Convert to option,Low
Bug,[JIRAALIGN-1203] Status Reports: Status Bar disappears on page load,Medium
Bug,Kanban Board: Add/Remove from Board functionality is not obvious enough,Medium
Bug,[JIRAALIGN-1201] Jira Align is unable to to request batches of more than 200 work items from Azure Dev Ops when utilizing OAuth for Authentication,High
Bug,[JIRAALIGN-1200] Predictability Report Not Displaying Accurately Based On The SAFe Methodology,High
Bug,[JIRAALIGN-1199] Multiple characters are allowed in the currency symbol field,High
Bug,[JIRAALIGN-1198] Fast Track: Error On Server When Modifying Program Increment (10.65 only),High
Bug,[JIRAALIGN-1197] PIP Report Is Showing The Incorrect End Date (Should Be Plus One Day After The PI End Date),High
Bug,[JIRAALIGN-1196] Clicking Save on a Story while in the Team Room removes the assigned Sprint,Highest
Bug,[JIRAALIGN-1195] Tasks: Task effort hours works inconsistently,Medium
Bug,[JIRAALIGN-1194] Roadmaps: Filter -> Epics does not respect T1 config,Medium
Bug,[JIRAALIGN-1193] Roadmap: Filtering by tags doesn't work properly,Medium
Bug,[JIRAALIGN-1192] Themes: Programs field is populated automatically on Add Theme,Medium
Bug,[JIRAALIGN-1191] Dependencies: Committed by Column displays Sprint Prefix from PI that has no relation to Dependency,Medium
Bug,"[JIRAALIGN-1190] Epic Planning: Downloaded PDF, JPEG, PNG aren't equal to what appears in the report",Medium
Bug,Backlog: Columns Shown Missing Check Boxes,Low
Bug,[JIRAALIGN-1188] Updates to an Agile Team's name is not reflected in the Team column of Jira Align Admin > Jira Management > Jira Boards,Medium
Bug,[JIRAALIGN-1187] Program Tracking Report Not Showing Correct Metrics (Objectives & Features),High
Bug,[JIRAALIGN-1186] Iteration List View Not Showing Consistent Sprint Names,Medium
Bug,[JIRAALIGN-1185] Feature Maps: Unclear Error When Adding Rows/Columns,Medium
Bug,[JIRAALIGN-1184] Custom Ideation Forms - unable to add a Drop Down field,Medium
Bug,[JIRAALIGN-1183] Epic Planning: Child work items with long names extend beyond text boxes and should be truncated or wrapped,Medium
Bug,[JIRAALIGN-1182] Team Load widget on Program Room does not support alternative character set,High
Bug,[JIRAALIGN-1181] Favorites: Velocity Trend is added when a user is adding Program Predictability,Medium
Bug,[JIRAALIGN-1180] Dependencies : No notification email is sent upon TITLE or DESCRIPTION change,Medium
Bug,[JIRAALIGN-1179] Budget Limits & Strategic Snap Shot Total Budget Limit not consistent,High
Bug,[JIRAALIGN-1177] Cannot change capability on a Feature using its ID,Medium
Bug,[JIRAALIGN-1176] Stories tied to a dependency that are planned in a future sprint aren't showing a dependency planning issue on the program board,Medium
Bug,[JIRAALIGN-1175] When moving parent work items to recycling bin: Need a clear message on the delete & cancel option to explain deleting parent and selected children items,Low
Bug,Program board: Across PI Dependency aren't showing on program boards for both programs,Low
Bug,[JIRAALIGN-1173] Recycle Bin Program filter should also return the items that have the selected program set as additional,Medium
Bug,[JIRAALIGN-1172] Capabilities: Tier1 PI selection doesn't have impact on the capability grid,Medium
Bug,[JIRAALIGN-1171] Epic Planning: Points loaded and Expected Starting point is not filtered by PI,Medium
Bug,Feature slide-out : Owner name does not show up,Low
Bug,Import: Application is not importing Feature when parent and grandparent have same name,Medium
Bug,"[JIRAALIGN-1168] In ideation form, custom fields should be able to be tiered at least 3 times",Medium
Bug,[JIRAALIGN-1167] Roadmap : Unable to sync changes made to Epics in Roadmaps page.,High
Bug,[JIRAALIGN-1166] Mind Maps: Navigation is not working as expected,Medium
Bug,[JIRAALIGN-1165] Able to add same objectives to an Epic,Medium
Bug,[JIRAALIGN-1164] User should not be allowed to create duplicate state mapping,Medium
Bug,Edit Panels: Clicking Close/Save and Close on child panels closes entire tree of panels,Medium
Bug,Opening multiple Jira Align tabs with Theme Slideouts opened and making edits will lead to errant updates to the wrong work item,Medium
Bug,"Entering Task Effort(hrs) in 10ths such as (.1, .2, 1.2, 1.6) results in additional decimal places and numbers being added to the field",Low
Bug,Feature Grid: Apply Filter for Target Completion does not work,Low
Bug,"[JIRAALIGN-1159] Jira Align to Jira Integration: Syncing a Jira Align work item with ""Select One"" for the owner from Jira Align to Jira Software Cloud results in ""Account ID  does not exist."" error (Next Gen)",Medium
Bug,[JIRAALIGN-1158] Features: Parent Capability or Epic Field Truncates to 50 Characters with no scroll over (tool tip) to distinguish like name parent items,Medium
Bug,When the Jira Connector nulls out a Jira Align Feature's Product Field there is no Audit Log Entry of what happened,Medium
Bug,[JIRAALIGN-1156] Iteration/Sprint slide-out : Adding team members in members tab triggers New Sprint window,Medium
Bug,[JIRAALIGN-1155] Exporting objectives has HTML tags in it,Medium
Bug,[JIRAALIGN-1153] Cannot view Program Increment column on Defect Backlog,Medium
Bug,[JIRAALIGN-1152] Mass Delete: List of Epics across all PIs doesn't appear when setting PI to Select All,Medium
Bug,Users are able to convert a Team Dependency into a Program Dependency when Program Dependencies are not enabled for a site,Low
Bug,[JIRAALIGN-1150] Test Case: Estimate not accepting any digit between 0-100,High
Bug,"Error when using ""Copy Allocations"" for team with a name containing the ampersand character ""&""",Medium
Bug,[JIRAALIGN-1148] Export: redundant html tags in the description of exported Objectives,Medium
Bug,Getting 'error on server' when trying to update certain Epics,High
Bug,[JIRAALIGN-1146] Tier One: Release Vehicle Roadmap:,Medium
Bug,[JIRAALIGN-1144] Work Tree in Strategy View loading is very slow / times out,High
Bug,Performance - Enterprise Strategy Tree does not Load,Medium
Bug,[JIRAALIGN-1142] Null value is added in a query when accessing PI,High
Bug,Business Model Canvas: Clicking and dragging dragging a card to an existing row causes the card to disappear,Medium
Bug,[JIRAALIGN-1140] Feature: Product Objectives field is not populated when opening Feature from the Backlog.,Medium
Bug,[JIRAALIGN-1139] Brainstorming not saving cards in the desired stacked order,High
Bug,[JIRAALIGN-1138] Roadmap: Feature By Epic Nested View (Ordering Incorrectly & Should Match Backlog Rank),Medium
Bug,[JIRAALIGN-1137] Objectives: Objectives list not filtered to the respective tier when accessing grid from specific level of menu,Medium
Bug,Jira Align Admin > Jira Settings > Resync Configurations has a broken time stamp and does not pull in newly created Jira Statuses,High
Bug,[JIRAALIGN-1135] Release Vehicle Grid : Deleting a RV entry cause a New RV slide-out panel to show up.,Medium
Bug,Program Tracking: Features don't appear in Report.,High
Bug,[JIRAALIGN-1133] Details Panels Settings. Defect: Team field is missing on the screen,Medium
Bug,[JIRAALIGN-1132] Portfolio grid does not honor Tier1 filter options,Medium
Bug,[JIRAALIGN-1131] User Profile : Unable to update email address with TLDs longer than 4 characters,Medium
Bug,[JIRAALIGN-1130] State Mapping : Progress bar UI element length must be equal regardless of State name length,Medium
Bug,Owner filter in Roadmaps is not multiselect,Low
Bug,[JIRAALIGN-1128] Program Terminology fails to rename Burnup button in Program Room,High
Bug,[JIRAALIGN-1127] Epic Process Step is not properly displaying if Epic has more than one Value Stream,Medium
Bug,"Why button messages ""STANDARD FEATURE"" and ""CUSTOMER FUNDED STRATEGY""",Low
Bug,Update to Jira description is over written by a subsequent Jira Align update,Medium
Bug,Backlog: Apply Ranking doesn't work for huge lists of work items.,Low
Bug,[JIRAALIGN-1123] Theme: Strategic Initiative field is not configurable through Page Configs,Medium
Bug,[JIRAALIGN-1122] Program room needs to be reloaded to display the recently rearranged widgets,Medium
Bug,[JIRAALIGN-1121] PI Clean-up: Features assigned to Theme(or Theme is set to None Applicable) aren't recognized as Stand-alone,Medium
Bug,"[JIRAALIGN-1120] Forecast: Remaining Capacity displays incorrect value, when Capacity is defined trough Plan Capacity",Medium
Bug,[JIRAALIGN-1119] Default program and PI are not based from the parent story,Medium
Bug,[JIRAALIGN-1118] Unable to add Tags filter in story grid,Medium
Bug,[JIRAALIGN-1117] Roadmaps view of demo data hangs across customer test and multiple internal instances,High
Bug,Program Board: Cross PI not committed dependency should  be displayed on the report for both requesting and responding teams,Low
Bug,[JIRAALIGN-1115] Bug: Private Portfolios can be accessed via impersonation,High
Bug,[JIRAALIGN-1114] Detailed team Velocity: Report is displaying old data instead of newest one,Medium
Bug,[JIRAALIGN-1113] Launchpad emails not being sent out to all users,High
Bug,[JIRAALIGN-1112] Program Board is taking an unacceptable amount of time to load,Highest
Bug,[JIRAALIGN-1111] Checklist  Item Description Character Limit Exists Only When Creating the List Item,Medium
Bug,[JIRAALIGN-1110] Color Scheme and Thresholds for Program Allocation report do not match what is defined in the legend or in the documentation.,Medium
Bug,[JIRAALIGN-1109] Feature or Dependency slide-out panel launched from ProgramBoardItemView.asp is throwing Whoops error page (Query timeout expired),Highest
Bug,[JIRAALIGN-1108] Defects: User is allowed to create a defect with Sprint but without PI on initial creation.,Medium
Bug,Escalations: Notification is sent when saving it without changes,Low
Bug,[JIRAALIGN-1106] Roles: User with disabled Roles permissions is able to access roles from Activity page,Medium
Bug,[JIRAALIGN-1105] Roles: Velocity Trend and Estimation Trend the report trow permission error when toggle for reports is enabled only at one level,Medium
Bug,[JIRAALIGN-1104] No epic rank displayed on Epic Analytics report,Medium
Bug,[JIRAALIGN-1103] Capabilities are shown in Epic Analytics report,High
Bug,About page does not load on 10.63 builds.,Medium
Bug,"Why button message ""This Feature has a STRONG EFFORT TO VALUE RATIO""",Low
Bug,[JIRAALIGN-1100] Work Tree: Type and State icons doesn't appear for misaligned features,Medium
Bug,Code snippets are showing in Program Room,Low
Bug,[JIRAALIGN-1098] State Mapping times out when there are hundreds of statuses,Medium
Bug,Jira Deleted Issue Report marks Jira Issues as deleted when API Calls return non 404 errors,High
Bug,[JIRAALIGN-1096] Jira Sprints linked to a deleted board are not removed.,Medium
Bug,[JIRAALIGN-1095] Capability: Responsibility Matrix not loaded,Medium
Bug,[JIRAALIGN-1094] Features: Approach field is still available when Multiple Programs Toggle is disabled,High
Bug,[JIRAALIGN-1093] Buffer limit is reached when loading a team for scum of scrum meeting,High
Bug,"[JIRAALIGN-1092] Feature Backlog the Story Right-Click options to ""move"" or Rank a Story do not work",Medium
Bug,"Surveys - Cannot view any results, even when entering information on the Edit/Review tab for the survey.",Low
Bug,Portfolio: Members associated to a portfolio don't appear in the Epic Owner drop down,Low
Suggestion,Enhancement request for 10X: Status Report (Financial View) Documentation ,
Bug,Not able to enter decimals for MW,Low
Bug,Team Room: Chat widget should use the platform terminology,Low
Bug,[JIRAALIGN-1086] Ending A Team Meeting Without Sending Email Results In a 500 Error,High
Bug,Capability: 'Save & Add New' option doesn't work if use it on the epic edit panel,Low
Bug,[JIRAALIGN-1084] Columns are misaligned in Status Report,Medium
Bug,[JIRAALIGN-1083] ROAM Report - Capture doesn't accommodate scrolling,Medium
Bug,[JIRAALIGN-1082] Functional Area Admin Role Toggle: When all toggles are off the role should reflect as off & when all toggles are on the role should reflect as on,Medium
Bug,"[JIRAALIGN-1081] ""Value Stream Process Step Cycle Time"" report takes over 60 seconds to load",Medium
Bug,[JIRAALIGN-1080] Import: User is not able to Import Acceptance Criteria for Stories,High
Bug,[JIRAALIGN-1079] Brainstorming: Cards are moving without any user actions when turning on the Team Mode,Low
Bug,[JIRAALIGN-1078] Process Step Cycle Time report bug,Medium
Bug,[JIRAALIGN-1077] Jira Align Admin > Jira Management > Jira Boards: Searching for Board ID when Board has a really long name does not return the Board,Medium
Bug,MasterLogs.asp is throwing Whoops error page (Query timeout expired),Low
Bug,[JIRAALIGN-1075] Jira Align Admin > Jira Management > Jira Boards mapping error for 'Multiple Jira Sprints mapped to a Jira Align Sprint' when the errant sprints are removed from board,Medium
Bug,[JIRAALIGN-1074] Jira Align Admin > Jira Management > Jira Boards Sprint mapping error for 'not in calendar order' showing when in calendar order,Medium
Bug,Work Tree: View specific settings in Extra Configs are loaded only after clicking Apply,Low
Bug,Add new item panel: All fields from page config should be available on creation of a new item,Low
